73.18,44.55
74.68,44.51
74.18,41.17
73.54,37.91
72.75,34.72
71.82,31.61
70.75,28.60
69.55,25.67
68.22,22.85
66.77,20.14
65.21,17.54
63.54,15.05
61.76,12.69
59.89,10.46
57.92,8.35
55.88,6.38
53.75,4.55
51.56,2.86
49.31,1.31
47.00,-0.09
44.65,-1.34
42.26,-2.44
39.83,-3.39
37.39,-4.19
34.92,-4.84
32.45,-5.33
29.98,-5.67
27.52,-5.85
25.07,-5.89
22.64,-5.77
20.25,-5.51
17.89,-5.09
15.58,-4.54
13.32,-3.84
11.12,-3.00
8.99,-2.03
6.93,-0.92
4.95,0.31
3.05,1.67
1.25,3.14
-0.45,4.73
-2.04,6.43
-3.53,8.24
-4.90,10.14
-6.16,12.13
-7.28,14.21
-8.28,16.36
-9.15,18.59
-9.87,20.89
-10.46,23.24
-10.91,25.65
-11.21,28.10
-11.36,30.58
-11.36,33.10
-11.21,35.64
-10.90,38.19
-10.44,40.75
-9.83,43.31
-9.06,45.86
-8.14,48.39
-7.06,50.90
-5.83,53.37
-4.45,55.81
-2.92,58.20
-1.24,60.53
0.59,62.80
2.55,65.00
4.66,67.12
6.91,69.16
9.28,71.10
11.79,72.95
14.42,74.69
17.17,76.32
20.03,77.84
23.00,79.23
26.07,80.49
29.24,81.62
32.51,82.61
35.85,83.46
39.28,84.16
42.78,84.70
46.34,85.09
49.96,85.32
53.62,85.39
57.33,85.29
61.08,85.02
64.85,84.58
68.64,83.96
72.44,83.18
76.25,82.22
80.04,81.08
83.83,79.76
87.59,78.27
91.33,76.61
95.02,74.77
98.67,72.75
102.27,70.57
105.80,68.21
109.26,65.69
112.65,63.00
115.95,60.14
119.15,57.13
122.26,53.97
125.26,50.65
128.14,47.19
130.90,43.59
133.54,39.84
136.03,35.97
138.39,31.97
140.60,27.85
142.66,23.62
144.56,19.28
146.30,14.85
147.87,10.31
149.27,5.70
150.49,1.00
151.53,-3.77
152.39,-8.60
153.06,-13.49
153.54,-18.43
153.83,-23.40
153.93,-28.41
153.83,-33.44
153.53,-38.48
153.04,-43.53
152.34,-48.58
151.45,-53.61
150.37,-58.63
149.08,-63.61
147.60,-68.56
145.92,-73.47
144.05,-78.32
141.99,-83.11
139.74,-87.83
137.31,-92.47
134.69,-97.03
131.90,-101.49
128.93,-105.85
125.79,-110.10
122.49,-114.23
119.02,-118.24
115.40,-122.12
111.63,-125.87
107.71,-129.46
103.66,-132.92
99.48,-136.21
95.17,-139.35
90.75,-142.32
86.21,-145.11
81.57,-147.74
76.84,-150.18
72.01,-152.44
67.11,-154.52
62.14,-156.40
57.10,-158.09
52.00,-159.59
46.86,-160.89
41.68,-161.99
36.47,-162.89
31.24,-163.59
26.00,-164.08
20.75,-164.38
15.51,-164.47
10.28,-164.36
5.07,-164.06
-0.11,-163.55
-5.25,-162.85
-10.35,-161.95
-15.39,-160.86
-20.36,-159.59
-25.27,-158.12
-30.09,-156.47
-34.83,-154.65
-39.48,-152.65
-44.03,-150.48
-48.46,-148.15
-52.79,-145.65
-56.99,-143.01
-61.06,-140.21
-65.00,-137.27
-68.81,-134.20
-72.46,-131.00
-75.97,-127.67
-79.33,-124.23
-82.52,-120.68
-85.55,-117.03
-88.42,-113.29
-91.12,-109.46
-93.64,-105.55
-95.99,-101.58
-98.16,-97.54
-100.15,-93.44
-101.95,-89.31
-103.58,-85.13
-105.02,-80.93
-106.28,-76.70
-107.36,-72.46
-108.25,-68.22
-108.96,-63.98
-109.48,-59.76
-109.83,-55.55
-110.00,-51.38
-109.99,-47.24
-109.81,-43.14
-109.46,-39.09
-108.94,-35.11
-108.25,-31.19
-107.41,-27.35
-106.41,-23.58
-105.26,-19.91
-103.97,-16.33
-102.53,-12.84
-100.95,-9.47
-99.25,-6.20
-97.42,-3.06
-95.48,-0.04
-93.42,2.86
-91.26,5.62
-89.00,8.25
-86.65,10.74
-84.22,13.08
-81.70,15.28
-79.12,17.32
-76.48,19.22
-73.79,20.96
-71.04,22.54
-68.26,23.97
-65.45,25.23
-62.62,26.34
-59.77,27.29
-56.91,28.07
-54.06,28.70
-51.21,29.17
-48.38,29.48
-45.57,29.64
-42.80,29.64
-40.06,29.49
-37.38,29.19
-34.74,28.75
-32.17,28.16
-29.66,27.44
-27.23,26.58
-24.88,25.58
-22.62,24.47
-20.45,23.23
-18.38,21.87
-16.41,20.40
-14.56,18.83
-12.82,17.16
-11.20,15.39
-9.70,13.54
-8.33,11.61
-7.10,9.60
-6.00,7.53
-5.03,5.40
-4.21,3.22
-3.54,0.99
-3.01,-1.28
-2.63,-3.58
-2.40,-5.90
-2.31,-8.23
-2.38,-10.57
-2.60,-12.91
-2.97,-15.25
-3.50,-17.56
-4.17,-19.85
-4.99,-22.12
-5.95,-24.34
-7.06,-26.51
-8.32,-28.63
-9.71,-30.69
-11.24,-32.69
-12.91,-34.60
-14.70,-36.44
