1.55,168.78
6.88,168.65
12.20,168.32
17.50,167.78
22.77,167.04
28.01,166.11
33.21,164.97
38.35,163.64
43.44,162.11
48.45,160.40
53.39,158.49
58.25,156.40
63.01,154.13
67.68,151.69
72.24,149.07
76.68,146.29
81.01,143.35
85.20,140.25
89.27,137.00
93.19,133.61
96.97,130.07
100.60,126.41
104.07,122.63
107.38,118.72
110.52,114.71
113.50,110.60
116.30,106.39
118.93,102.09
121.37,97.71
123.63,93.27
125.71,88.76
127.60,84.19
129.29,79.58
130.80,74.93
132.12,70.25
133.24,65.55
134.18,60.84
134.92,56.13
135.46,51.41
135.82,46.72
135.99,42.04
135.97,37.39
135.77,32.78
135.38,28.21
134.82,23.70
134.08,19.24
133.16,14.86
132.07,10.55
130.82,6.33
129.41,2.19
127.84,-1.85
126.12,-5.78
124.26,-9.61
122.26,-13.32
120.12,-16.91
117.85,-20.37
115.47,-23.70
112.96,-26.90
110.36,-29.95
107.65,-32.86
104.84,-35.62
101.95,-38.22
98.98,-40.67
95.94,-42.96
92.84,-45.10
89.68,-47.06
86.47,-48.87
83.23,-50.50
79.95,-51.97
76.65,-53.27
73.33,-54.41
70.01,-55.37
66.68,-56.17
63.36,-56.81
60.06,-57.27
56.79,-57.58
53.54,-57.72
50.34,-57.70
47.18,-57.53
44.07,-57.21
41.03,-56.73
38.05,-56.11
35.15,-55.35
32.33,-54.45
29.60,-53.41
26.96,-52.25
24.42,-50.97
21.99,-49.57
19.66,-48.05
17.46,-46.44
15.37,-44.72
13.41,-42.91
11.57,-41.01
9.87,-39.03
8.31,-36.98
6.89,-34.87
5.60,-32.70
4.47,-30.48
3.47,-28.21
2.63,-25.91
1.94,-23.58
1.40,-21.23
1.01,-18.86
0.77,-16.50
0.68,-14.13
0.74,-11.78
0.95,-9.44
1.31,-7.13
1.82,-4.85
2.48,-2.62
3.27,-0.43
4.21,1.70
5.29,3.77
6.49,5.77
7.83,7.69
9.30,9.53
10.89,11.28
12.59,12.94
14.41,14.49
16.33,15.93
18.35,17.27
20.48,18.48
22.69,19.57
24.98,20.53
27.35,21.36
29.80,22.06
32.30,22.61
34.87,23.03
37.48,23.29
40.14,23.41
42.83,23.37
45.55,23.18
48.28,22.84
51.03,22.34
53.79,21.68
56.54,20.87
59.28,19.89
62.00,18.76
64.69,17.47
67.35,16.03
69.97,14.43
72.53,12.67
75.04,10.77
77.48,8.71
79.85,6.51
82.14,4.17
84.34,1.69
86.45,-0.93
88.45,-3.68
90.35,-6.56
92.13,-9.56
93.80,-12.68
95.33,-15.91
96.73,-19.25
98.00,-22.69
99.12,-26.22
100.10,-29.84
100.92,-33.54
101.59,-37.32
102.09,-41.16
102.43,-45.06
102.61,-49.02
102.61,-53.02
102.44,-57.06
102.09,-61.13
101.57,-65.22
100.86,-69.32
99.98,-73.43
98.92,-77.54
97.67,-81.64
96.24,-85.71
94.63,-89.76
92.84,-93.77
90.88,-97.74
88.73,-101.66
86.41,-105.52
83.91,-109.30
81.24,-113.02
78.41,-116.64
75.41,-120.18
72.25,-123.62
68.93,-126.95
65.45,-130.16
61.83,-133.26
58.07,-136.23
54.17,-139.06
50.13,-141.75
45.97,-144.30
41.69,-146.69
37.30,-148.93
32.80,-151.00
28.20,-152.91
23.50,-154.64
18.72,-156.19
13.86,-157.57
8.93,-158.76
3.94,-159.76
-1.11,-160.57
-6.20,-161.19
-11.33,-161.61
-16.49,-161.83
-21.67,-161.86
-26.87,-161.68
-32.07,-161.31
-37.26,-160.73
-42.44,-159.95
-47.60,-158.97
-52.73,-157.80
-57.82,-156.42
-62.87,-154.85
-67.85,-153.09
-72.78,-151.13
-77.63,-148.98
-82.40,-146.64
-87.09,-144.13
-91.67,-141.43
-96.16,-138.56
-100.53,-135.52
-104.79,-132.31
-108.92,-128.94
-112.92,-125.42
-116.78,-121.75
-120.50,-117.94
-124.07,-113.98
-127.48,-109.90
-130.73,-105.70
-133.81,-101.37
-136.73,-96.94
-139.47,-92.41
-142.02,-87.78
-144.40,-83.07
-146.59,-78.28
-148.59,-73.42
-150.40,-68.49
-152.01,-63.51
-153.43,-58.49
-154.65,-53.43
-155.68,-48.34
-156.50,-43.23
-157.13,-38.11
-157.55,-32.99
-157.78,-27.87
-157.80,-22.77
-157.63,-17.69
-157.27,-12.65
-156.71,-7.64
-155.96,-2.68
-155.03,2.23
-153.90,7.07
-152.60,11.84
-151.11,16.53
-149.46,21.13
-147.63,25.64
-145.64,30.05
-143.49,34.35
-141.18,38.53
-138.73,42.60
-136.13,46.54
-133.39,50.34
-130.53,54.01
-127.54,57.54
-124.43,60.92
-121.22,64.14
-117.90,67.21
-114.49,70.12
-110.98,72.87
-107.40,75.45
-103.75,77.85
-100.03,80.09
-96.26,82.15
-92.43,84.04
-88.57,85.75
-84.68,87.28
-80.76,88.64
-76.83,89.81
-72.89,90.81
-68.95,91.63
-65.02,92.27
-61.10,92.74
-57.22,93.03
-53.36,93.15
-49.55,93.11
-45.78,92.89
-42.07,92.52
-38.42,91.98
-34.85,91.29
-31.35,90.44
-27.93,89.45
-24.60,88.32
-21.37,87.05
-18.25,85.64
-15.23,84.11
-12.32,82.46
-9.54,80.69
-6.88,78.82
-4.34,76.84
-1.94,74.77
0.32,72.61
2.45,70.37
4.43,68.06
6.27,65.67
7.95,63.23
9.49,60.74
10.87,58.20
12.10,55.63
13.18,53.03
14.10,50.41
14.86,47.77
15.47,45.13
15.92,42.49
16.22,39.87
16.36,37.26
16.35,34.68
16.19,32.13
15.88,29.62
15.43,27.16
14.83,24.75
14.09,22.41
13.22,20.14
12.22,17.94
11.09,15.82
9.84,13.80
8.46,11.87
6.98,10.04
5.39,8.31
3.69,6.70
1.90,5.20
0.02,3.83
-1.94,2.58
-3.98,1.46
-6.09,0.47
-8.27,-0.38
-10.50,-1.09
-12.78,-1.66
-15.10,-2.08
-17.46,-2.35
-19.84,-2.48
-22.25,-2.45
-24.66,-2.27
-27.08,-1.95
-29.49,-1.46
